session_id,user_id,label,attack_type,event_count,session_duration_sec,failed_logins,beneficiary_adds,password_changes,security_changes,device_registers,transfer_count,total_transfer_amount,max_transfer_amount,avg_transfer_amount,transaction_velocity_per_min,new_device,new_location,time_since_prev_session_hr,impossible_travel,amount_zscore,login_hour
U0000_D16,U0000,0,normal,3,831.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,54.39666666666667,0,-5.151943454237445,20
U0000_D17,U0000,0,normal,3,764.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,45.14222222222222,0,-5.151943454237445,18
U0000_D18,U0000,0,normal,5,2968.0,0,0,0,0,0,1,7046.62,7046.62,7046.62,0.02021563342318059,0,0,47.12694444444445,0,0.9388318530255834,17
U0000_D19,U0000,0,normal,4,1430.0,0,0,0,0,0,1,5893.06,5893.06,5893.06,0.04195804195804196,0,0,52.541111111111114,0,-0.05825253118221223,22
U0000_D20,U0000,0,normal,2,183.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,63.49388888888889,0,-5.151943454237445,14
U0001_D1,U0001,1,new_device,5,522.0,0,0,0,0,1,1,3053.8,3053.8,3053.8,0.1149425287356322,0,0,0.0,0,-1.3084873686769884,22
U0001_D2,U0001,0,normal,4,955.0,0,0,0,0,0,1,7950.02,7950.02,7950.02,0.06282722513089005,1,0,44.155,0,1.0431573051076435,18
U0001_D3,U0001,0,normal,3,1051.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,41.13305555555556,0,-2.7752214012170926,12
U0001_D4,U0001,0,normal,4,1884.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,57.81527777777778,0,-2.7752214012170926,22
U0001_D5,U0001,0,normal,3,852.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.02027777777778,0,-2.7752214012170926,13
U0001_D6,U0001,0,normal,5,2023.0,0,0,0,0,0,1,8041.25,8041.25,8041.25,0.029658922392486405,0,0,29.155833333333334,0,1.0869748916518287,19
U0001_D7,U0001,0,normal,4,746.0,0,0,0,0,0,1,4109.98,4109.98,4109.98,0.08042895442359249,0,0,43.69722222222222,0,-0.8012062269885327,15
U0001_D8,U0001,0,normal,3,1135.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,54.846111111111114,0,-2.7752214012170926,22
U0001_D9,U0001,0,normal,4,2093.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,63.00527777777778,0,-2.7752214012170926,14
U0001_D10,U0001,0,normal,3,792.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,18.76972222222222,0,-2.7752214012170926,9
U0001_D11,U0001,0,normal,4,1599.0,0,0,0,0,0,1,3727.53,3727.53,3727.53,0.0375234521575985,0,0,54.42305555555556,0,-0.9848961971060787,16
U0001_D12,U0001,0,normal,4,1019.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,76.03694444444444,0,-2.7752214012170926,20
U0001_D13,U0001,0,normal,2,891.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,17.570833333333333,0,-2.7752214012170926,14
U0001_D14,U0001,0,normal,5,2179.0,0,0,0,0,0,1,5061.84,5061.84,5061.84,0.027535566773749423,0,0,76.54694444444445,0,-0.3440297726648624,19
U0001_D15,U0001,0,normal,2,295.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,41.12027777777778,0,-2.7752214012170926,12
U0001_D16,U0001,0,normal,4,1233.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,51.632222222222225,0,-2.7752214012170926,16
U0001_D17,U0001,0,normal,3,1282.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,25.749444444444446,0,-2.7752214012170926,18
U0001_D18,U0001,0,normal,3,354.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,69.08222222222223,0,-2.7752214012170926,16
U0001_D19,U0001,0,normal,3,431.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,30.12638888888889,0,-2.7752214012170926,22
U0001_D20,U0001,0,normal,3,1334.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,68.75638888888889,0,-2.7752214012170926,19
U0002_D1,U0002,0,normal,3,976.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-2.309714500657121,10
U0002_D2,U0002,0,normal,3,1287.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,83.82777777777778,0,-2.309714500657121,22
U0002_D3,U0002,0,normal,4,1456.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,11.491944444444444,0,-2.309714500657121,10
U0002_D4,U0002,0,normal,4,1499.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,77.69166666666666,0,-2.309714500657121,16
U0002_D5,U0002,0,normal,3,350.0,0,0,0,0,0,1,3383.67,3383.67,3383.67,0.17142857142857143,0,0,22.274444444444445,0,-1.450458065897939,15
U0002_D6,U0002,0,normal,4,247.0,0,0,0,0,0,1,12043.31,12043.31,12043.31,0.24291497975708504,0,0,40.43861111111111,0,0.7485895341038362,7
U0002_D7,U0002,0,normal,4,1658.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,54.968333333333334,0,-2.309714500657121,14
U0002_D8,U0002,1,new_location,5,437.0,0,0,0,0,0,1,12200.22,12200.22,12200.22,0.13729977116704806,0,1,40.54555555555555,0,0.7884355968635212,7
U0002_D9,U0002,0,normal,2,779.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,52.888333333333335,0,-2.309714500657121,12
U0002_D10,U0002,0,normal,2,546.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53.03944444444444,0,-2.309714500657121,18
U0002_D11,U0002,1,new_location,5,273.0,0,0,0,0,0,1,15034.55,15034.55,15034.55,0.21978021978021978,0,1,68.82055555555556,0,1.508191450930553,15
U0002_D12,U0002,0,normal,4,1880.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,53.660833333333336,0,-2.309714500657121,20
U0002_D13,U0002,0,normal,4,1153.0,0,0,0,0,0,1,11364.22,11364.22,11364.22,0.052038161318300094,0,0,46.631388888888885,0,0.5761399594465518,20
U0002_D14,U0002,0,normal,3,1247.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,12.616666666666667,0,-2.309714500657121,8
U0002_D15,U0002,0,normal,4,1044.0,0,0,0,0,0,1,4177.96,4177.96,4177.96,0.0574712643678161,0,0,55.37555555555556,0,-1.2487543555583163,16
U0002_D16,U0002,0,normal,4,993.0,0,0,0,0,0,1,12041.75,12041.75,12041.75,0.060422960725075525,0,0,43.300555555555555,0,0.7481933843498046,12
U0002_D17,U0002,0,normal,4,1364.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,58.263888888888886,0,-2.309714500657121,22
U0002_D18,U0002,0,normal,4,1799.0,0,0,0,0,0,1,8018.01,8018.01,8018.01,0.033351862145636464,0,0,67.21277777777777,0,-0.27360380237287,18
U0002_D19,U0002,0,normal,5,1894.0,0,0,0,0,0,1,12639.13,12639.13,12639.13,0.03167898627243928,0,0,25.849166666666665,0,0.8998933459289302,20
U0002_D20,U0002,0,normal,4,680.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,36.196666666666665,0,-2.309714500657121,9
U0003_D1,U0003,0,normal,4,1547.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-2.548259052763499,20
U0003_D2,U0003,0,normal,5,1594.0,0,0,0,0,0,1,10050.86,10050.86,10050.86,0.037641154328732745,0,0,17.455,0,1.4244326455847214,14
U0003_D3,U0003,0,normal,3,1326.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.24888888888889,0,-2.548259052763499,18
U0003_D4,U0003,0,normal,5,1269.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22.608055555555556,0,-2.548259052763499,17
U0003_D5,U0003,0,normal,3,871.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,41.594722222222224,0,-2.548259052763499,11
U0003_D6,U0003,0,normal,4,1959.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,67.95833333333333,0,-2.548259052763499,7
U0003_D7,U0003,0,normal,3,1191.0,0,0,0,0,0,1,8565.03,8565.03,8565.03,0.05037783375314861,0,0,47.705555555555556,0,0.8371451392263863,7
U0003_D8,U0003,0,normal,2,130.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,51.93555555555555,0,-2.548259052763499,12
U0003_D9,U0003,0,normal,3,831.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,25.3675,0,-2.548259052763499,13
U0003_D10,U0003,0,normal,2,132.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,73.5736111111111,0,-2.548259052763499,15
U0003_D11,U0003,1,beneficiary_attack,6,442.0,0,1,0,0,1,2,10897.98,7004.35,5448.99,0.2714932126696833,1,1,42.06305555555556,0,-0.39449735104021694,9
U0003_D12,U0003,0,normal,4,382.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,21.914166666666667,0,-2.548259052763499,7
U0003_D13,U0003,0,normal,4,1104.0,0,0,0,0,0,1,4924.74,4924.74,4924.74,0.05434782608695653,0,0,75.85111111111111,0,-0.6017118205342756,11
U0003_D14,U0003,0,normal,3,1000.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,56.74166666666667,0,-2.548259052763499,20
U0003_D15,U0003,0,normal,3,941.0,0,0,0,0,0,1,4318.77,4318.77,4318.77,0.06376195536663125,0,0,38.610277777777775,0,-0.8412268459597684,11
U0003_D16,U0003,0,normal,4,1116.0,0,0,0,0,0,1,3747.29,3747.29,3747.29,0.05376344086021505,0,0,54.16222222222222,0,-1.0671093925052424,17
U0003_D17,U0003,0,normal,4,412.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,15.299722222222222,0,-2.548259052763499,9
U0003_D18,U0003,0,normal,4,1733.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,59.278055555555554,0,-2.548259052763499,20
U0003_D19,U0003,0,normal,2,405.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,60.99777777777778,0,-2.548259052763499,10
U0003_D20,U0003,0,normal,4,1293.0,0,0,0,0,0,1,7075.69,7075.69,7075.69,0.04640371229698376,0,0,49.97361111111111,0,0.2484702741881764,12
U0004_D1,U0004,0,normal,3,635.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-1.4580800395408045,9
U0004_D2,U0004,0,normal,3,514.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,24.739722222222223,0,-1.4580800395408045,10
U0004_D3,U0004,0,normal,3,781.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,46.11361111111111,0,-1.4580800395408045,8
U0004_D4,U0004,0,normal,3,1365.0,0,0,0,0,0,1,3397.4,3397.4,3397.4,0.04395604395604396,0,0,72.39777777777778,0,-0.952574906089836,9
U0004_D5,U0004,0,normal,5,1742.0,0,0,0,0,0,1,25000.0,25000.0,25000.0,0.03444316877152698,0,0,47.18,0,2.2617140195261918,9
U0004_D6,U0004,0,normal,3,914.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,27.441111111111113,0,-1.4580800395408045,13
U0004_D7,U0004,0,normal,5,1811.0,0,0,0,0,0,1,9606.7,9606.7,9606.7,0.03313086692435119,0,0,55.42666666666667,0,-0.028682216051247877,20
U0004_D8,U0004,0,normal,2,344.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,73.69,0,-1.4580800395408045,22
U0004_D9,U0004,0,normal,4,2292.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.361666666666665,0,-1.4580800395408045,14
U0004_D10,U0004,0,normal,4,1575.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22.012777777777778,0,-1.4580800395408045,13
U0004_D11,U0004,0,normal,3,886.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,44.1825,0,-1.4580800395408045,9
U0004_D12,U0004,0,normal,5,1370.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.58333333333333,0,-1.4580800395408045,13
U0004_D13,U0004,0,normal,3,1313.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,27.5025,0,-1.4580800395408045,17
U0004_D14,U0004,0,normal,4,1069.0,0,0,0,0,0,1,10481.51,10481.51,10481.51,0.05612722170252572,0,0,72.61027777777778,0,0.101482305581248,18
U0004_D15,U0004,0,normal,4,1506.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,49.005,0,-1.4580800395408045,19
U0004_D16,U0004,0,normal,4,1508.0,0,0,0,0,0,1,8631.78,8631.78,8631.78,0.03978779840848806,0,0,13.244166666666667,0,-0.17374228101387174,9
U0004_D17,U0004,0,normal,3,631.0,0,0,0,0,0,1,10435.77,10435.77,10435.77,0.09508716323296354,0,0,77.02333333333333,0,0.09467657037077906,14
U0004_D18,U0004,0,normal,3,943.0,0,0,0,0,0,1,6750.58,6750.58,6750.58,0.06362672322375397,0,0,43.867222222222225,0,-0.45364934437054516,10
U0004_D19,U0004,0,normal,4,1091.0,0,0,0,0,0,1,4092.0,4092.0,4092.0,0.054995417048579284,0,0,31.1525,0,-0.8492241479527185,18
U0004_D20,U0004,0,normal,2,527.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,43.556111111111115,0,-1.4580800395408045,14
U0005_D1,U0005,0,normal,4,1269.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-2.871264351400513,21
U0005_D2,U0005,0,normal,4,651.0,0,0,0,0,0,1,8772.32,8772.32,8772.32,0.09216589861751152,0,0,23.19972222222222,0,-1.2314983868428309,21
U0005_D3,U0005,0,normal,5,2096.0,0,0,0,0,0,1,19599.54,19599.54,19599.54,0.028625954198473285,0,0,42.28333333333333,0,0.7923797715894009,15
U0005_D4,U0005,0,normal,3,1357.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,65.77222222222223,0,-2.871264351400513,9
U0005_D5,U0005,0,normal,3,360.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,58.654444444444444,0,-2.871264351400513,20
U0005_D6,U0005,0,normal,5,2088.0,0,0,0,0,0,1,13239.18,13239.18,13239.18,0.02873563218390805,0,0,44.51555555555556,0,-0.39653055661728825,17
U0005_D7,U0005,1,credential_attack,7,536.0,3,0,1,1,0,0,0.0,0.0,0.0,0.0,1,1,22.325833333333332,0,-2.871264351400513,16
U0005_D8,U0005,0,normal,2,152.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,63.018055555555556,0,-2.871264351400513,7
U0005_D9,U0005,1,credential_attack,7,483.0,3,0,1,1,0,0,0.0,0.0,0.0,0.0,1,1,49.58138888888889,0,-2.871264351400513,9
U0005_D10,U0005,0,normal,4,1833.0,0,0,0,0,0,1,19831.02,19831.02,19831.02,0.03273322422258593,1,1,59.34111111111111,0,0.8356491718707189,20
U0005_D11,U0005,0,normal,3,167.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.51611111111111,0,-2.871264351400513,12
U0005_D12,U0005,0,normal,3,606.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,43.810833333333335,0,-2.871264351400513,8
U0005_D13,U0005,0,normal,4,1714.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,31.482777777777777,0,-2.871264351400513,16
U0005_D14,U0005,0,normal,3,581.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,50.43277777777778,0,-2.871264351400513,19
U0005_D15,U0005,0,normal,3,1127.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,44.120555555555555,0,-2.871264351400513,15
U0005_D16,U0005,0,normal,3,628.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,44.965,0,-2.871264351400513,12
U0005_D17,U0005,1,new_location,5,407.0,0,0,0,0,0,1,5966.48,5966.48,5966.48,0.14742014742014742,0,1,55.06388888888889,0,-1.75598004437408,20
U0005_D18,U0005,0,normal,4,1914.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,61.68472222222222,0,-2.871264351400513,9
U0005_D19,U0005,0,normal,3,834.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,25.736666666666668,0,-2.871264351400513,12
U0005_D20,U0005,0,normal,2,45.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,45.22694444444444,0,-2.871264351400513,9
U0006_D1,U0006,0,normal,3,629.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-1.8272606947068872,21
U0006_D2,U0006,0,normal,3,1396.0,0,0,0,0,0,1,7504.29,7504.29,7504.29,0.042979942693409746,0,0,65.21388888888889,0,2.1155803093508703,14
U0006_D3,U0006,0,normal,4,1153.0,0,0,0,0,0,1,3800.26,3800.26,3800.26,0.052038161318300094,0,0,43.50527777777778,0,0.16943998638093505,10
U0006_D4,U0006,0,normal,3,578.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,44.44861111111111,0,-1.8272606947068872,7
U0006_D5,U0006,0,normal,3,819.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,32.03777777777778,0,-1.8272606947068872,15
U0006_D6,U0006,1,beneficiary_attack,6,521.0,0,1,0,0,1,2,7428.780000000001,4677.43,3714.3900000000003,0.23032629558541265,1,1,66.65472222222222,0,0.12432289242288717,10
U0006_D7,U0006,0,normal,4,973.0,0,0,0,0,0,1,3714.03,3714.03,3714.03,0.061664953751284696,1,1,27.576666666666668,0,0.12413374424744868,14
U0006_D8,U0006,0,normal,4,911.0,0,0,0,0,0,1,2132.96,2132.96,2132.96,0.06586169045005488,0,0,66.86333333333333,0,-0.706578771698177,9
U0006_D9,U0006,0,normal,5,1431.0,0,0,0,0,0,1,2644.68,2644.68,2644.68,0.04192872117400419,0,0,29.046944444444446,0,-0.4377151485444296,14
U0006_D10,U0006,0,normal,5,1687.0,0,0,0,0,0,1,1125.51,1125.51,1125.51,0.03556609365737996,0,0,48.81055555555555,0,-1.2359046865466154,15
U0006_D11,U0006,0,normal,3,1255.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,51.40888888888889,0,-1.8272606947068872,19
U0006_D12,U0006,0,normal,4,1885.0,0,0,0,0,0,1,4138.39,4138.39,4138.39,0.03183023872679045,0,0,49.334722222222226,0,0.3470974101614726,21
U0006_D13,U0006,0,normal,4,1500.0,0,0,0,0,0,1,2762.04,2762.04,2762.04,0.04,0,0,46.56583333333333,0,-0.37605284335150413,20
U0006_D14,U0006,0,normal,3,1012.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,46.70472222222222,0,-1.8272606947068872,19
U0006_D15,U0006,1,new_device,5,220.0,0,0,0,0,1,1,2192.12,2192.12,2192.12,0.27272727272727276,1,0,44.201388888888886,0,-0.6754954215344632,16
U0006_D16,U0006,0,normal,4,1146.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,64.54722222222222,0,-1.8272606947068872,8
U0006_D17,U0006,0,normal,3,1105.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,35.01722222222222,0,-1.8272606947068872,20
U0006_D18,U0006,0,normal,3,876.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.23638888888889,0,-1.8272606947068872,11
U0006_D19,U0006,0,normal,3,889.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,52.06027777777778,0,-1.8272606947068872,15
U0006_D20,U0006,0,normal,3,653.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,62.80083333333334,0,-1.8272606947068872,7
U0007_D1,U0007,0,normal,5,2170.0,0,0,0,0,0,1,7241.21,7241.21,7241.21,0.027649769585253458,0,0,0.0,0,1.1503155284838766,10
U0007_D2,U0007,1,composite_ato,9,557.0,1,1,1,1,1,2,115826.20999999999,61338.12,57913.104999999996,0.21543985637342908,1,1,29.40361111111111,0,20.478463073101285,16
U0007_D3,U0007,0,normal,4,1659.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,73.09222222222222,0,-1.6117515953440174,18
U0007_D4,U0007,0,normal,3,952.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,21.42388888888889,0,-1.6117515953440174,16
U0007_D5,U0007,0,normal,4,1925.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,44.37027777777778,0,-1.6117515953440174,12
U0007_D6,U0007,1,new_device,5,335.0,0,0,0,0,1,1,4017.73,4017.73,4017.73,0.17910447761194032,1,0,71.45055555555555,0,-0.07923977129568226,12
U0007_D7,U0007,0,normal,2,453.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,31.703055555555554,0,-1.6117515953440174,20
U0007_D8,U0007,0,normal,3,1344.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,73.11555555555556,0,-1.6117515953440174,21
U0007_D9,U0007,0,normal,3,241.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,14.931944444444444,0,-1.6117515953440174,13
U0007_D10,U0007,0,normal,2,121.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,48.83888888888889,0,-1.6117515953440174,13
U0007_D11,U0007,1,large_transfer,4,258.0,0,0,0,0,0,1,61185.22,61185.22,61185.22,0.23255813953488372,1,0,49.654444444444444,0,21.72656957282773,15
U0007_D12,U0007,0,normal,4,2295.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,45.39416666666666,0,-1.6117515953440174,13
U0007_D13,U0007,0,normal,4,1322.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.53777777777778,0,-1.6117515953440174,17
U0007_D14,U0007,0,normal,5,1971.0,0,0,0,0,0,1,2489.34,2489.34,2489.34,0.030441400304414,0,0,15.068888888888889,0,-0.6622246276093805,8
U0007_D15,U0007,0,normal,4,1652.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,69.96111111111111,0,-1.6117515953440174,7
U0007_D16,U0007,0,normal,5,1256.0,0,0,0,0,0,1,2945.86,2945.86,2945.86,0.04777070063694267,0,0,24.97138888888889,0,-0.48809090087449636,8
U0007_D17,U0007,0,normal,3,794.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,80.93055555555556,0,-1.6117515953440174,17
U0007_D18,U0007,0,normal,4,2290.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,26.326666666666668,0,-1.6117515953440174,20
U0007_D19,U0007,0,normal,4,1304.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,70.33305555555556,0,-1.6117515953440174,19
U0007_D20,U0007,0,normal,3,1059.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,41.18611111111111,0,-1.6117515953440174,13
U0008_D1,U0008,0,normal,3,1016.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-4.046732867896652,9
U0008_D2,U0008,0,normal,3,1139.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,72.155,0,-4.046732867896652,10
U0008_D3,U0008,0,normal,3,735.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53.9575,0,-4.046732867896652,16
U0008_D4,U0008,0,normal,4,965.0,0,0,0,0,0,1,6731.85,6731.85,6731.85,0.062176165803108814,0,0,51.306111111111115,0,-0.6767427067244387,19
U0008_D5,U0008,0,normal,4,1737.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,24.101111111111113,0,-4.046732867896652,20
U0008_D6,U0008,0,normal,3,1140.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,35.67111111111111,0,-4.046732867896652,8
U0008_D7,U0008,0,normal,5,1695.0,0,0,0,0,0,1,8474.21,8474.21,8474.21,0.035398230088495575,0,0,51.227222222222224,0,0.19548945192734538,11
U0008_D8,U0008,0,normal,5,2826.0,0,0,0,0,0,1,6940.41,6940.41,6940.41,0.021231422505307854,0,0,50.4,0,-0.5723367636309242,14
U0008_D9,U0008,0,normal,3,1237.0,0,0,0,0,0,1,6148.09,6148.09,6148.09,0.04850444624090541,0,0,49.44555555555556,0,-0.9689752217813534,17
U0008_D10,U0008,0,normal,4,1369.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,68.825,0,-4.046732867896652,14
U0008_D11,U0008,0,normal,3,513.0,0,0,0,0,0,1,11223.34,11223.34,11223.34,0.11695906432748537,0,0,51.380833333333335,0,1.5717145686164231,17
U0008_D12,U0008,1,new_device,5,498.0,0,0,0,0,1,1,10446.68,10446.68,10446.68,0.12048192771084336,1,0,26.149166666666666,0,1.1829155670676645,20
U0008_D13,U0008,0,normal,3,909.0,0,0,0,0,0,1,8275.4,8275.4,8275.4,0.066006600660066,1,0,66.27972222222222,0,0.09596439656475621,14
