session_id,user_id,label,attack_type,Isolation Forest,Autoencoder,LSTM Autoencoder
U0400_D2,U0400,0,normal,-0.0951293312777709,0.12835315,0.22791468
U0098_D17,U0098,0,normal,-0.1254950669448863,0.057253692,0.22791468
U0401_D18,U0401,0,normal,-0.0103564592307911,0.48396546,0.21377696
U0174_D5,U0174,0,normal,0.0675495512718804,0.082460895,0.21377696
U0146_D4,U0146,0,normal,-0.0544192546821989,0.18200704,0.2699893
U0483_D19,U0483,1,new_location,0.2278802081376713,1.9371734,0.28156546
U0306_D17,U0306,0,normal,-0.0559633920089567,0.20729609,0.25575376
U0084_D18,U0084,0,normal,-0.127254458196254,0.05984164,0.22791468
U0455_D20,U0455,1,beneficiary_attack,0.2392907680218998,1.7232537,0.5442336
U0362_D4,U0362,0,normal,-0.0896075237669348,0.13833827,0.21377696
U0390_D7,U0390,0,normal,0.0137470653103098,0.47365892,0.21377696
U0116_D10,U0116,0,normal,-0.0683133469692642,0.08498934,0.22791468
U0575_D5,U0575,0,normal,-0.1398719039707493,0.026429094,0.21377696
U0023_D4,U0023,1,credential_attack,0.1131480749715958,1.5193775,0.78122795
U0358_D19,U0358,0,normal,-0.061457360293456,0.16595852,0.2699893
U0069_D3,U0069,1,new_device,0.1593893654430875,3.036959,0.4589417
U0465_D14,U0465,0,normal,-0.064464377920583,0.20947088,0.2699893
U0099_D18,U0099,0,normal,-0.1277427151464631,0.06308821,0.21377696
U0195_D19,U0195,0,normal,-0.0249368455396922,0.5438476,0.22791468
U0476_D13,U0476,0,normal,0.0623389295065563,0.9692614,0.28156546
U0019_D5,U0019,0,normal,-0.0084184124912112,0.53588426,0.26129663
U0528_D17,U0528,0,normal,-0.1243138953118488,0.080845766,0.21377696
U0303_D13,U0303,0,normal,-0.122516935589802,0.09651903,0.22791468
U0435_D2,U0435,0,normal,0.0419033153521349,0.84795845,0.22661936
U0112_D20,U0112,0,normal,-0.1073803221645683,0.06677252,0.1946163
U0563_D13,U0563,0,normal,0.0630478813076294,0.8224099,0.25575376
U0171_D4,U0171,0,normal,-0.1219194962119342,0.034532156,0.21377696
U0039_D20,U0039,1,velocity_attack,0.1882804123458882,19.037388,0.42935443
U0590_D2,U0590,0,normal,-0.0285617648444956,0.30709636,0.28156546
U0364_D7,U0364,0,normal,-0.0977665618584142,0.20635906,0.22791468
U0130_D14,U0130,1,velocity_attack,0.1701298116862087,16.384495,0.41845408
U0065_D20,U0065,0,normal,-0.0645514199705887,0.16537806,0.2699893
U0181_D14,U0181,0,normal,-0.0670478197226615,0.09346993,0.2699893
U0413_D8,U0413,1,beneficiary_attack,0.2075989901268046,2.8073597,0.5442336
U0335_D15,U0335,1,new_device,0.1686288789362917,3.3169858,0.4589417
U0307_D19,U0307,1,large_transfer,0.2326352915469002,2.4049993,0.2699893
U0579_D4,U0579,0,normal,-0.1248733754998951,0.034130327,0.21377696
U0369_D7,U0369,0,normal,-0.1404369898579321,0.020494945,0.21377696
U0439_D16,U0439,0,normal,-0.0037381088507116,0.1538912,0.28156546
U0348_D12,U0348,0,normal,-0.1039160458814363,0.06643435,0.22661936
U0147_D7,U0147,0,normal,-0.0153725049439393,0.6921599,0.41150656
U0395_D12,U0395,0,normal,-0.1077756794157276,0.092878476,0.21377696
U0230_D5,U0230,0,normal,-0.1044249939744098,0.09711501,0.1946163
U0039_D14,U0039,0,normal,-0.0336296558798295,0.24596238,0.26129663
U0280_D13,U0280,0,normal,0.0646840866426077,0.07486505,0.21377696
U0394_D13,U0394,0,normal,-0.0779774220731003,0.13508707,0.2699893
U0244_D10,U0244,0,normal,-0.0667624886607244,0.13318817,0.25575376
U0047_D6,U0047,0,normal,-0.0636998028797604,0.16044727,0.22661936
U0463_D14,U0463,0,normal,-0.053112189570844,0.21359088,0.2699893
U0173_D2,U0173,0,normal,-0.0868830244067402,0.18871032,0.22791468
U0276_D19,U0276,0,normal,-0.093442677668488,0.20684785,0.22791468
U0265_D1,U0265,1,credential_attack,-0.008986828158927,1.8858157,0.78122795
U0188_D12,U0188,0,normal,-0.0891566526255172,0.12957579,0.22661936
U0368_D17,U0368,0,normal,-0.0597866787586235,0.2292192,0.2699893
U0184_D3,U0184,0,normal,-0.0422883952976773,0.25196198,0.22661936
U0182_D13,U0182,0,normal,-0.0655778774250537,0.15484002,0.2699893
U0146_D10,U0146,0,normal,-0.0926254975497049,0.15547155,0.22791468
U0048_D19,U0048,0,normal,-0.0742499839965819,0.102100514,0.22661936
U0333_D9,U0333,0,normal,0.1695883830658403,0.72365636,0.2699893
U0195_D5,U0195,0,normal,-0.037761847215465,0.16295071,0.22661936
U0183_D2,U0183,0,normal,-0.1101371599705458,0.16761652,0.1946163
U0320_D16,U0320,0,normal,-0.1151414517910663,0.08744195,0.1946163
U0289_D6,U0289,0,normal,0.1343687936092849,0.47905266,0.26129663
U0396_D20,U0396,0,normal,-0.062684531366678,0.09741242,0.2699893
U0056_D7,U0056,0,normal,-0.0556865057385415,0.24264728,0.2699893
U0415_D11,U0415,0,normal,-0.136938067078762,0.0055386988,0.1946163
U0423_D19,U0423,0,normal,-0.1376627211777705,0.028355999,0.21377696
U0202_D9,U0202,0,normal,-0.0479001782127896,0.28780153,0.25575376
U0596_D2,U0596,0,normal,-0.0896319554092623,0.12875806,0.22661936
U0000_D3,U0000,0,normal,0.0609417312081518,1.1214668,0.21377696
U0003_D2,U0003,0,normal,0.0050261612033181,0.18344373,0.28156546
U0523_D1,U0523,0,normal,-0.0881025569729205,0.15291072,0.21377696
U0115_D9,U0115,0,normal,-0.0479642153619497,0.21234624,0.22661936
U0064_D3,U0064,0,normal,-0.0363644142819011,0.2598331,0.28156546
U0468_D15,U0468,0,normal,-0.1302969539677246,0.03667606,0.21377696
U0257_D15,U0257,0,normal,-0.0571003131796071,0.23149411,0.28156546
U0191_D2,U0191,0,normal,-0.1155596841244488,0.07830341,0.22791468
U0190_D10,U0190,0,normal,0.114048214458582,0.27652946,0.25575376
U0234_D7,U0234,0,normal,-0.0834605632923221,0.054954838,0.2699893
U0256_D4,U0256,0,normal,-0.0692843068898394,0.2477107,0.41150656
U0021_D14,U0021,0,normal,0.0775479346696864,1.311636,0.22791468
U0495_D6,U0495,0,normal,-0.0893524218710103,0.13264383,0.22661936
U0565_D9,U0565,0,normal,-0.1234844520841712,0.08788204,0.21377696
U0422_D8,U0422,0,normal,-0.0762838636683886,0.07433016,0.2699893
U0395_D5,U0395,0,normal,-0.0424473452524932,0.31896985,0.28156546
U0403_D12,U0403,0,normal,0.1244335449199984,0.32562527,0.2699893
U0509_D9,U0509,0,normal,-0.0367748339182297,0.37808782,0.28156546
U0399_D15,U0399,0,normal,-0.0798947558684034,0.19985051,0.21377696
U0093_D17,U0093,0,normal,-0.0865084702525628,0.1604172,0.22661936
U0268_D20,U0268,0,normal,-0.0691000296439854,0.21080987,0.1946163
U0199_D1,U0199,1,beneficiary_attack,0.1488048004154329,24.25901,0.5442336
U0254_D13,U0254,1,new_device,0.1505439030030235,1.4070442,0.4589417
U0452_D2,U0452,0,normal,-0.044391129772226,0.26038605,0.2699893
U0259_D11,U0259,0,normal,-0.1332908515091987,0.063683055,0.22791468
U0405_D3,U0405,0,normal,0.0291587240860103,0.72564775,0.41897097
U0568_D3,U0568,0,normal,-0.1342906175982853,0.046171274,0.1946163
U0178_D14,U0178,0,normal,-0.1121691359253725,0.09707453,0.1946163
U0452_D1,U0452,0,normal,-0.0408506329957601,0.2715967,0.25575376
U0386_D6,U0386,0,normal,-0.1226026579875119,0.08310954,0.22791468
U0536_D15,U0536,0,normal,0.0145376091182453,0.16202109,0.28156546
U0411_D12,U0411,0,normal,-0.0512243888916048,0.4358354,0.22791468
U0113_D2,U0113,0,normal,-0.1333985371873338,0.051012527,0.21377696
U0016_D16,U0016,0,normal,-0.0528732344783219,0.24499185,0.2699893
U0015_D8,U0015,0,normal,-0.130826496337773,0.05404085,0.22791468
U0559_D1,U0559,0,normal,-0.0490835775475596,0.23068531,0.1946163
U0495_D16,U0495,0,normal,0.0231508089230454,0.5150965,0.2699893
U0420_D16,U0420,0,normal,-0.1142118831647012,0.14245236,0.21377696
U0341_D15,U0341,0,normal,-0.1006024212421883,0.119899206,0.21377696
U0378_D12,U0378,0,normal,0.1256355793864531,1.3187802,0.28156546
U0156_D17,U0156,1,beneficiary_attack,0.2602585575037353,3.5176601,0.5442336
U0139_D3,U0139,0,normal,-0.1237927573952075,0.013412266,0.21377696
U0584_D1,U0584,0,normal,-0.0693023656758159,0.29696962,0.21377696
U0021_D5,U0021,0,normal,0.1458346870582,0.64823955,0.26129663
U0390_D5,U0390,0,normal,-0.0929981965247413,0.12009132,0.22791468
U0189_D18,U0189,0,normal,-0.1125072015240634,0.13771404,0.21377696
U0428_D19,U0428,0,normal,-0.0651857906208852,0.1584017,0.2699893
U0579_D16,U0579,0,normal,-0.0461048753890455,0.26357818,0.25575376
U0510_D12,U0510,0,normal,-0.1146777131812175,0.07523999,0.1946163
U0052_D8,U0052,0,normal,-0.0917794469646733,0.09805978,0.22661936
U0422_D9,U0422,1,credential_attack,0.1260350691227119,1.6458886,0.78122795
U0271_D14,U0271,0,normal,-0.1029219963147814,0.1388855,0.22791468
U0543_D20,U0543,0,normal,-0.0983388693760272,0.08055553,0.22791468
U0200_D11,U0200,1,composite_ato,0.2605951979074726,74.9273,0.69102186
U0467_D9,U0467,0,normal,-0.1164802143539734,0.061828308,0.21377696
U0242_D12,U0242,0,normal,-0.1052535043714472,0.11659619,0.21377696
U0594_D16,U0594,0,normal,-0.0399834794888049,0.3414442,0.2699893
U0475_D8,U0475,0,normal,-0.0667091783458764,0.108947754,0.22661936
U0070_D17,U0070,0,normal,0.0888515833663921,0.2728036,0.41897097
U0286_D18,U0286,0,normal,-0.0444563615608346,0.36036748,0.2699893
U0491_D13,U0491,0,normal,-0.1334168767616682,0.025942499,0.21377696
U0466_D2,U0466,1,composite_ato,0.2543408445720483,24.30589,0.69102186
U0105_D1,U0105,0,normal,-0.0523583339786923,0.31635606,0.22791468
U0057_D19,U0057,0,normal,-0.1045982680327751,0.10908762,0.21377696
U0564_D1,U0564,0,normal,-0.0661019631055693,0.31081656,0.21377696
U0323_D6,U0323,0,normal,-0.0479271805245691,0.16626365,0.25575376
U0317_D15,U0317,0,normal,-0.1118386879691899,0.16324896,0.22791468
U0240_D17,U0240,1,velocity_attack,0.2282080164403306,27.395283,0.41845408
U0390_D2,U0390,0,normal,-0.0716063052227599,0.14858377,0.22661936
U0109_D13,U0109,0,normal,-0.0908873734196473,0.19862394,0.22791468
U0198_D10,U0198,0,normal,0.1381661105042142,0.6033251,0.2699893
U0128_D16,U0128,0,normal,0.0015950367403896,0.21179967,0.2699893
U0501_D15,U0501,0,normal,-0.0130849584283557,0.44858277,0.21377696
U0000_D18,U0000,0,normal,0.0021455600745231,0.48878014,0.28156546
U0006_D10,U0006,0,normal,-0.0491504790433763,0.20522262,0.28156546
U0251_D12,U0251,0,normal,0.0911705963137603,0.27500245,0.41035748
U0116_D5,U0116,0,normal,-0.0195465192893704,0.046032928,0.25575376
U0050_D14,U0050,0,normal,-0.0929469773746022,0.098969154,0.22791468
U0398_D14,U0398,0,normal,-0.0313327155638222,0.37256816,0.26129663
U0516_D20,U0516,0,normal,0.0778862419470056,0.35742503,0.26129663
U0327_D17,U0327,0,normal,-0.0747150366450723,0.1424856,0.22661936
U0436_D9,U0436,0,normal,-0.0883727168265614,0.25298384,0.22791468
U0071_D9,U0071,0,normal,-0.1337645770598384,0.02362464,0.21377696
U0245_D19,U0245,0,normal,-0.0872105742155539,0.1434811,0.21377696
U0023_D1,U0023,0,normal,-0.0361581263397152,0.29977998,0.2699893
U0314_D3,U0314,0,normal,-0.1236079690868631,0.06725437,0.21377696
U0137_D12,U0137,0,normal,-0.0860302467590504,0.24877614,0.22791468
U0244_D5,U0244,0,normal,-0.1047451707135066,0.11801039,0.22791468
U0006_D6,U0006,1,beneficiary_attack,0.1950700582914414,2.2273803,0.5442336
U0411_D8,U0411,0,normal,-0.0557839522489823,0.24581057,0.21377696
U0130_D2,U0130,0,normal,-0.1056847789465994,0.084898174,0.21377696
U0208_D13,U0208,0,normal,-0.1025831003277227,0.13358828,0.21377696
U0516_D17,U0516,0,normal,-0.0823187946618715,0.15502504,0.22661936
U0477_D6,U0477,0,normal,-0.0543261597768019,0.15494718,0.22661936
U0586_D1,U0586,0,normal,-0.0480535452559098,0.41927612,0.22791468
U0212_D1,U0212,0,normal,-0.0244677510912086,0.37422857,0.2699893
U0119_D7,U0119,0,normal,-0.106396638048081,0.15800686,0.22791468
U0120_D14,U0120,0,normal,-0.1382551241136265,0.030172119,0.21377696
U0280_D12,U0280,1,beneficiary_attack,0.1889048864236254,3.6896117,0.5442336
U0551_D4,U0551,0,normal,-0.082395937671633,0.25479326,0.22791468
U0449_D3,U0449,0,normal,-0.0817217697817304,0.26077116,0.22791468
U0365_D4,U0365,0,normal,0.0323359466914059,0.48652247,0.4030065
U0032_D17,U0032,0,normal,-0.1299390916998262,0.047560055,0.22791468
U0366_D4,U0366,0,normal,-0.058847478535931,0.20153894,0.2699893
U0391_D9,U0391,0,normal,0.0365687166524751,0.9901356,0.26129663
U0585_D13,U0585,0,normal,-0.091328902221691,0.18764,0.1946163
U0409_D10,U0409,0,normal,0.068541473793783,0.095905714,0.21377696
U0451_D20,U0451,0,normal,-0.0092430406894366,0.34642646,0.21377696
U0430_D5,U0430,0,normal,-0.1030065439259859,0.18610187,0.22791468
U0538_D9,U0538,0,normal,0.1147188601606834,0.5645629,0.2699893
U0135_D18,U0135,0,normal,0.0589585339472258,0.22230005,0.26129663
U0326_D4,U0326,0,normal,0.0848023909445021,0.12719974,0.22791468
U0004_D6,U0004,0,normal,-0.1315941921661761,0.025870297,0.21377696
U0014_D18,U0014,0,normal,-0.0078367982226466,0.38923213,0.26129663
U0210_D17,U0210,0,normal,-0.1249171229275269,0.056716,0.1946163
U0329_D4,U0329,1,beneficiary_attack,0.2140141390407449,2.0236204,0.5442336
U0491_D19,U0491,0,normal,-0.0689389353943428,0.15729356,0.40022975
U0272_D1,U0272,0,normal,-0.0143926148261726,0.19094893,0.22661936
U0451_D14,U0451,0,normal,-0.0662261445311008,0.14031988,0.21377696
U0198_D14,U0198,0,normal,-0.1236412116367721,0.089845225,0.21377696
U0472_D20,U0472,0,normal,-0.1220383764703088,0.106476374,0.22791468
U0436_D7,U0436,0,normal,-0.0015001180175493,0.4581747,0.21377696
U0186_D15,U0186,0,normal,-0.0895921595095279,0.1657831,0.21377696
U0043_D10,U0043,0,normal,0.1215152707648437,0.20700924,0.28156546
U0463_D4,U0463,1,credential_attack,0.1348549992373523,1.5753325,0.78122795
U0229_D1,U0229,0,normal,0.0923895276849221,0.49242708,0.2699893
U0542_D4,U0542,0,normal,0.1463124671831831,0.49475574,0.25575376
U0125_D8,U0125,0,normal,-0.0902025815500682,0.23045291,0.22791468
U0327_D14,U0327,0,normal,0.0746290026425623,0.56680435,0.26129663
U0291_D11,U0291,0,normal,0.0857405259021303,0.23608154,0.22791468
U0000_D8,U0000,0,normal,-0.0727783214037745,0.31747046,0.22791468
U0559_D8,U0559,0,normal,0.0883741640415387,0.2834387,0.22791468
U0565_D3,U0565,0,normal,-0.0508867016137674,0.27601495,0.22661936
U0072_D11,U0072,1,velocity_attack,0.2022335854625205,23.374657,0.42935443
U0182_D2,U0182,0,normal,-0.0773716402728565,0.14676264,0.22661936
U0393_D18,U0393,0,normal,-0.006100704176326,0.35557568,0.28156546
U0150_D6,U0150,0,normal,-0.1021354719878696,0.22026853,0.22791468
U0439_D14,U0439,0,normal,0.0303906631716092,0.15918557,0.2699893
U0552_D5,U0552,0,normal,-0.1234319801299094,0.059519555,0.22791468
U0582_D13,U0582,1,composite_ato,0.2642417448408067,5.077606,0.69102186
U0111_D8,U0111,0,normal,-0.0858278191444738,0.26473856,0.22791468
U0518_D7,U0518,0,normal,-0.0744830154195536,0.12829807,0.22661936
U0537_D8,U0537,0,normal,-0.0310406090140613,0.33186463,0.28156546
U0336_D15,U0336,0,normal,-0.0517071578637551,0.23675953,0.22661936
U0188_D6,U0188,0,normal,-0.0430705844777928,0.27402687,0.25575376
U0149_D7,U0149,0,normal,0.1182751261188125,0.6567814,0.21377696
U0291_D9,U0291,0,normal,-0.0141379274031907,0.4437886,0.26129663
U0591_D4,U0591,0,normal,-0.0589571312003195,0.18986088,0.4030065
U0579_D17,U0579,0,normal,-0.0541812123273781,0.20430776,0.25575376
U0180_D16,U0180,0,normal,-0.1046046479753093,0.10465371,0.21377696
U0188_D4,U0188,0,normal,-0.1335518825709777,0.06263325,0.22791468
U0176_D8,U0176,0,normal,-0.0897935168452626,0.11944278,0.22661936
U0142_D10,U0142,0,normal,-0.0989778403003713,0.13261035,0.41035748
U0042_D18,U0042,0,normal,0.0528132080081777,0.6635087,0.2699893
U0532_D10,U0532,1,beneficiary_attack,0.1813155399593814,3.770006,0.5442336
U0021_D17,U0021,0,normal,-0.1251254902908476,0.08174667,0.22791468
U0592_D4,U0592,0,normal,-0.051691279119883,0.05166165,0.25575376
U0513_D7,U0513,0,normal,-0.080159949956014,0.18640047,0.22661936
U0036_D10,U0036,0,normal,-0.105539774086677,0.13650924,0.3965624
U0167_D16,U0167,0,normal,-0.0361230544645948,0.2606187,0.26129663
U0202_D4,U0202,0,normal,-0.0558545386445516,0.093200356,0.21377696
U0478_D14,U0478,0,normal,-0.0846708790562801,0.0806408,0.41035748
U0360_D12,U0360,0,normal,-0.1046339073244585,0.11620273,0.21377696
U0350_D16,U0350,0,normal,0.0835260041995603,0.25997666,0.22791468
U0204_D13,U0204,0,normal,-0.117551555633153,0.13670519,0.22791468
U0289_D20,U0289,1,velocity_attack,0.2291966737356496,34.24502,0.42935443
U0186_D14,U0186,0,normal,-0.1064740195787089,0.10377369,0.1946163
U0144_D13,U0144,0,normal,-0.1344691557394745,0.048868403,0.21377696
U0378_D13,U0378,0,normal,-0.1259389709614458,0.028730005,0.21377696
U0026_D9,U0026,0,normal,-0.0333747183216451,0.22386724,0.2699893
U0054_D2,U0054,0,normal,-0.0715311601613331,0.11967635,0.2699893
U0326_D17,U0326,0,normal,-0.0576710668041918,0.1425403,0.2699893
U0037_D15,U0037,0,normal,-0.0970126538338867,0.11373818,0.22661936
U0058_D16,U0058,0,normal,-0.1306252046285129,0.03550305,0.21377696
U0576_D8,U0576,0,normal,-0.1370588961857317,0.009809665,0.21377696
U0029_D10,U0029,0,normal,-0.09651536152942,0.10752034,0.41658178
U0322_D7,U0322,0,normal,-0.0684672085776463,0.1908632,0.22791468
U0213_D3,U0213,0,normal,0.1374007425843638,0.39366642,0.41897097
U0347_D7,U0347,0,normal,-0.0672949280386068,0.086789586,0.25575376
U0520_D15,U0520,0,normal,-0.1238970056063553,0.106809326,0.21377696
U0148_D14,U0148,0,normal,-0.1101444920108609,0.14126593,0.22791468
U0014_D5,U0014,0,normal,-0.1395640305250884,0.018628227,0.21377696
U0113_D14,U0113,0,normal,-0.0202495043707742,0.015849926,0.25575376
U0472_D16,U0472,0,normal,-0.124493093609288,0.07284193,0.22791468
U0053_D9,U0053,0,normal,-0.0751426653827946,0.08463273,0.21377696
U0464_D13,U0464,0,normal,-0.1210479979560847,0.046794787,0.21377696
U0196_D9,U0196,1,credential_attack,0.1100212085762235,1.4925472,0.78122795
U0294_D7,U0294,0,normal,-0.122616062750179,0.100996576,0.22791468
U0229_D13,U0229,0,normal,-0.1256817653876848,0.088727154,0.1946163
U0245_D16,U0245,0,normal,-0.0649401400809548,0.271439,0.21377696
U0499_D12,U0499,0,normal,-0.1035893348682044,0.18682683,0.1946163
U0558_D6,U0558,0,normal,-0.0494726269567519,0.17456776,0.22661936
U0245_D10,U0245,0,normal,-0.1016348215018691,0.12123699,0.1946163
U0556_D9,U0556,0,normal,-0.1172385766023535,0.11521174,0.22791468
U0316_D17,U0316,0,normal,-0.084712240698997,0.25681666,0.22791468
U0494_D3,U0494,0,normal,-0.037393975488908,0.22508162,0.21377696
U0487_D11,U0487,0,normal,-0.0971607907776675,0.16775976,0.21377696
U0383_D2,U0383,1,large_transfer,0.2324358208596194,10.425732,0.2699893
U0006_D9,U0006,0,normal,-0.0594412271441683,0.18078694,0.28156546
U0247_D15,U0247,0,normal,0.1497846199091177,0.9366347,0.25575376
U0250_D5,U0250,0,normal,-0.1224903835538651,0.0494705,0.21377696
U0367_D2,U0367,1,new_device,0.2015421002987506,2.7666698,0.4589417
U0394_D16,U0394,1,beneficiary_attack,0.2227352341468678,14.154363,0.5442336
U0324_D2,U0324,0,normal,-0.0962528733907896,0.19334197,0.22791468
U0034_D11,U0034,0,normal,0.0524204003651247,4.629195,0.26129663
U0334_D4,U0334,0,normal,0.0794969520853569,0.897119,0.41150656
U0285_D3,U0285,0,normal,-0.1293518523417802,0.058040395,0.21377696
U0218_D13,U0218,0,normal,-0.1170286100264589,0.15526272,0.1946163
U0122_D20,U0122,0,normal,0.0161400169434091,0.63497144,0.21377696
U0016_D11,U0016,0,normal,-0.0466281753217167,0.24628162,0.2699893
U0560_D14,U0560,1,credential_attack,0.1285231028238553,1.6385062,0.78122795
U0443_D12,U0443,0,normal,-0.0567549472299225,0.33764875,0.22791468
U0303_D16,U0303,0,normal,-0.0962474445223808,0.19557637,0.22791468
U0074_D6,U0074,0,normal,0.0769930152294159,0.09361863,0.21377696
U0055_D10,U0055,0,normal,-0.1170290915020118,0.109095976,0.21377696
U0007_D14,U0007,0,normal,-0.0274468002392069,0.39831913,0.28156546
U0589_D13,U0589,0,normal,-0.0393249363559916,0.24389744,0.26129663
U0194_D12,U0194,0,normal,-0.1196079694503363,0.07806194,0.22791468
U0260_D17,U0260,0,normal,0.0381541903374201,0.9181745,0.22791468
U0159_D3,U0159,0,normal,-0.0322862191015868,0.2665362,0.26129663
U0415_D4,U0415,0,normal,-0.113596229481474,0.10441389,0.21377696
U0279_D14,U0279,0,normal,-0.1311793805613326,0.04444915,0.1946163
U0153_D17,U0153,0,normal,-0.0179211488206558,0.1659682,0.28156546
U0416_D1,U0416,0,normal,-0.0190775331430593,0.2187122,0.22661936
U0266_D17,U0266,0,normal,-0.1003684493462941,0.1289854,0.22791468
U0501_D12,U0501,0,normal,0.0019948610143836,0.529289,0.26129663
U0590_D15,U0590,0,normal,-0.0754813579835766,0.21953315,0.22791468
U0200_D18,U0200,0,normal,-0.069700653626114,0.1409334,0.2699893
U0489_D17,U0489,0,normal,-0.0718536863170471,0.08949509,0.2699893
U0475_D18,U0475,0,normal,0.0385784350054482,0.29791793,0.2699893
U0500_D2,U0500,1,new_location,0.1414856810345273,6.221442,0.28156546
U0504_D11,U0504,0,normal,-0.1114748130360805,0.10031285,0.21377696
U0319_D6,U0319,0,normal,-0.1258322284703991,0.06270203,0.22791468
U0003_D3,U0003,0,normal,-0.1078696534645417,0.06290888,0.1946163
U0073_D12,U0073,0,normal,-0.0054532105432792,0.5120918,0.40022975
U0241_D19,U0241,0,normal,0.0156233278973276,0.5917108,0.22791468
U0372_D2,U0372,0,normal,-0.0938531687291195,0.14186014,0.21377696
U0423_D10,U0423,0,normal,0.1283972250117243,0.2092105,0.28156546
U0124_D3,U0124,0,normal,-0.0732548209444437,0.17911486,0.22661936
U0298_D13,U0298,0,normal,0.005612697675939,0.67309296,0.21377696
U0111_D20,U0111,0,normal,-0.1200732830745374,0.14099221,0.22791468
U0237_D2,U0237,1,large_transfer,0.232358916647746,5.575373,0.2699893
U0074_D13,U0074,1,new_device,0.1030426030383833,1.2481391,0.4589417
U0488_D14,U0488,1,large_transfer,0.2324736026968232,4.5082116,0.2699893
U0360_D7,U0360,0,normal,-0.1257985901340815,0.10932758,0.21377696
U0591_D14,U0591,0,normal,-0.0816300251969489,0.056250557,0.22661936
U0478_D8,U0478,0,normal,-0.1322279298685519,0.022560706,0.21377696
U0460_D10,U0460,0,normal,-0.1164761703094584,0.0597128,0.1946163
U0549_D17,U0549,0,normal,-0.0334903899066134,0.27567884,0.26129663
U0262_D9,U0262,0,normal,-0.1080137418124385,0.17878225,0.1946163
U0278_D6,U0278,0,normal,0.0358153714199267,0.5876729,0.28156546
U0284_D3,U0284,1,new_location,0.1357033666572362,2.1639109,0.28156546
U0094_D20,U0094,0,normal,-0.1072267871897927,0.15903346,0.22791468
U0276_D12,U0276,0,normal,-0.1254288029212955,0.05924998,0.41035748
U0046_D13,U0046,0,normal,-0.0967386231536206,0.07626674,0.22661936
U0555_D16,U0555,0,normal,-0.1131828986251591,0.14098535,0.22791468
U0203_D3,U0203,0,normal,-0.1116917477957281,0.054738462,0.21377696
U0039_D4,U0039,0,normal,-0.1324403589075892,0.049261235,0.22791468
U0192_D7,U0192,0,normal,-0.123072806195866,0.09509696,0.1946163
U0228_D6,U0228,0,normal,-0.0873419231756,0.1601792,0.22791468
U0146_D2,U0146,0,normal,-0.0659765730219949,0.11060253,0.22661936
U0254_D10,U0254,0,normal,0.0249601324546825,0.77497494,0.22661936
U0045_D3,U0045,0,normal,0.0029130387555947,0.08926933,0.28156546
